,0
12163,60024  >  84 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12164,60024  >  6669 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12165,60024  >  10000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12166,60024  >  3889 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12167,60024  >  1068 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12168,"84  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12169,"6669  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12170,60024  >  32785 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12171,60024  >  2043 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12172,60024  >  3351 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12173,60024  >  544 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12174,60024  >  1105 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12175,60024  >  1084 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12176,"10000  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12177,"3889  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12178,"1068  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12179,"32785  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12180,"2043  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12181,"3351  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12182,"544  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12183,"1105  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12184,"1084  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12185,60024  >  1216 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12186,"1216  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12187,60024  >  8000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12188,"8000  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12189,60024  >  4567 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12190,60024  >  7025 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12191,60024  >  1072 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12192,60024  >  32771 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12193,60024  >  2998 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12194,60024  >  9998 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12195,60024  >  3766 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12196,60024  >  49161 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12197,60024  >  2967 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12198,"4567  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12199,"7025  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12200,"1072  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12201,"32771  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12202,"2998  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12203,"9998  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12204,"3766  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12205,"49161  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12206,"2967  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12207,60024  >  464 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12208,"464  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12209,60024  >  9101 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12210,60024  >  2030 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12211,60024  >  5431 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12212,60024  >  3826 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12213,60024  >  1000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12214,60024  >  9010 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12215,60024  >  4279 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12216,60024  >  7800 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12217,60024  >  1700 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12218,60024  >  16016 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12219,"9101  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12220,"2030  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12221,"5431  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12222,"3826  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12223,"1000  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12224,"9010  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12225,"4279  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12226,"7800  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12227,"1700  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12228,"16016  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12229,60024  >  5226 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12230,"5226  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12231,60024  >  7070 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12232,60024  >  3998 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12233,60024  >  33899 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12234,60024  >  8701 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12235,60024  >  10626 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12236,60024  >  1024 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12237,60024  >  843 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12238,60024  >  1218 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12239,60024  >  1521 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12240,60024  >  5906 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12241,"7070  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12242,"3998  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12243,"33899  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12244,"8701  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12245,"10626  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12246,"1024  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12247,"843  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12248,"1218  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12249,"1521  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12250,"5906  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12251,60024  >  1045 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12252,"1045  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12253,60024  >  1079 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12254,60024  >  34573 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12255,60024  >  617 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12256,60024  >  1687 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12257,60024  >  1034 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12258,60024  >  10025 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12259,60024  >  3011 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12260,60024  >  545 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12261,60024  >  5009 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12262,60024  >  1130 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12263,"1079  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12264,"34573  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12265,"617  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12266,"1687  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12267,"1034  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12268,"10025  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12269,"3011  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12270,"545  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12271,"5009  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12272,"1130  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12273,60024  >  50003 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12274,"50003  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12275,60024  >  1234 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12276,"1234  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12277,60024  >  7100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12278,"7100  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12279,60024  >  3211 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12280,60024  >  1010 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12281,60024  >  2604 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12282,60024  >  902 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12283,60024  >  4445 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12284,60024  >  1494 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12285,60024  >  10003 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12286,60024  >  19315 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12287,"3211  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12288,"1010  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12289,"2604  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12290,"902  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12291,"4445  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12292,"1494  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12293,"10003  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12294,"19315  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12295,60024  >  1600 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12296,"1600  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12297,60024  >  2968 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12298,60024  >  161 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12299,60024  >  1111 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12300,60024  >  9071 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12301,60024  >  1097 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12302,60024  >  3869 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12303,60024  >  1122 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12304,60024  >  61900 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12305,60024  >  8192 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12306,60024  >  9003 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12307,"2968  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12308,"161  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12309,"1111  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12310,"9071  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12311,"1097  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12312,"3869  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12313,"1122  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12314,"61900  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12315,"8192  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12316,"9003  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12317,60024  >  33 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12318,"33  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12319,60024  >  1067 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12320,60024  >  49154 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12321,60024  >  1783 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12322,60024  >  5822 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12323,60024  >  21571 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12324,60024  >  3324 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12325,60024  >  5850 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12326,60024  >  2701 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12327,60024  >  1100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12328,60024  >  49156 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12329,"1067  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12330,"49154  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12331,"1783  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12332,"5822  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12333,"3324  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12334,"5850  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12335,"2701  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12336,"1100  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12337,"49156  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12338,60025  >  21571 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12339,"21571  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12340,60024  >  5961 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12341,60024  >  1071 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12342,60024  >  616 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12343,60024  >  50389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12344,60024  >  2144 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12345,60024  >  2638 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12346,60024  >  1805 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12347,60024  >  6000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12348,60024  >  808 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12349,60024  >  16992 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12350,"5961  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12351,"1071  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12352,"616  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12353,"50389  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12354,"2144  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12355,"2638  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12356,"1805  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12357,"6000  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12358,"808  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12359,"16992  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12360,60024  >  9968 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12361,"9968  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12362,60024  >  5357 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12363,60024  >  563 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12364,60024  >  631 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12365,60024  >  6969 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12366,60024  >  1461 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12367,60024  >  212 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12368,60024  >  60443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12369,60024  >  5911 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12370,60024  >  9110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12371,60024  >  5904 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12372,"5357  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12373,"563  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12374,"631  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12375,"6969  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12376,"1461  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12377,"212  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12378,"60443  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12379,"5911  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12380,"9110  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12381,"5904  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12382,60024  >  62078 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12383,"62078  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12384,60024  >  8021 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12385,"8021  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12386,60024  >  2196 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12387,60024  >  1001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12388,60024  >  9091 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12389,60024  >  6025 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12390,60024  >  1971 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12391,60024  >  50800 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12392,60024  >  5222 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12393,60024  >  49 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12394,60024  >  3871 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12395,"2196  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12396,"1001  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12397,"9091  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12398,"6025  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12399,"1971  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12400,"50800  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12401,"5222  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12402,"49  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12403,"3871  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12404,60024  >  8193 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12405,"8193  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12406,60024  >  179 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12407,60024  >  1500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12408,60024  >  5000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12409,60024  >  32780 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12410,60024  >  3301 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12411,60024  >  6668 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12412,60024  >  44443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12413,60024  >  3367 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12414,60024  >  1782 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12415,60024  >  481 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12416,"179  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12417,"1500  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12418,"5000  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12419,"32780  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12420,"3301  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12421,"6668  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12422,"44443  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12423,"3367  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12424,"1782  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12425,"481  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12426,60024  >  417 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12427,"417  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12428,60024  >  7443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12429,60024  >  2009 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12430,60024  >  32776 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12431,60024  >  1096 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12432,60024  >  1076 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12433,60024  >  2099 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12434,60024  >  1149 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12435,60024  >  9050 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12436,60024  >  311 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12437,60024  >  8254 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12438,"7443  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12439,"2009  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12440,"32776  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12441,"1096  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12442,"1076  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12443,"2099  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12444,"1149  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12445,"9050  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12446,"311  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12447,"8254  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12448,60024  >  2382 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12449,"2382  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12450,60024  >  6156 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12451,60024  >  4446 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12452,60024  >  9011 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12453,60024  >  3905 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12454,60024  >  10628 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12455,60024  >  2200 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12456,60024  >  3071 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12457,60024  >  5003 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12458,60024  >  4 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12459,60024  >  2021 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12460,"6156  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12461,"4446  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12462,"9011  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12463,"3905  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12464,"10628  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12465,"2200  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12466,"3071  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12467,"5003  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12468,"4  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12469,"2021  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12470,60024  >  6543 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12471,"6543  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12472,60024  >  1113 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12473,60024  >  4449 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12474,60024  >  5061 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12475,60024  >  17988 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12476,60024  >  1056 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12477,60024  >  5200 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12478,60024  >  6101 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12479,60024  >  4111 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12480,60024  >  4000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12481,60024  >  1201 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12482,"1113  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12483,"4449  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12484,"5061  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12485,"17988  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12486,"1056  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12487,"5200  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12488,"6101  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12489,"4111  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12490,"4000  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12491,"1201  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12492,60024  >  9009 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12493,"9009  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12494,60024  >  543 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12495,60024  >  50500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12496,60024  >  6123 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12497,60024  >  2383 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12498,60024  >  1029 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12499,60024  >  2492 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12500,60024  >  7435 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
